"Status","Population","Life.expectancy","Adult.Mortality","Alcohol","BMI","infant.deaths","Measles","Polio","Hepatitis.B","GDP","Total.expenditure","Diphtheria","thinness..1.19.years","HIV.AIDS"
0,9527794,68,218,4.96,23.1,57,6538,87,87,2352.518156,4.29,87,1,0.1
0,4382389,75.4,126,8.41,58.6,10,0,94,9,8953.359275,6.66,93,1,0.1
0,491723,72.4,124,4.16,26.2,0,0,99,98,3638.95946,3.96,99,7.8,0.4
0,26913,68.4,21,5.67,42.6,0,0,95,96,3679.99523,4.53,96,3.6,1.5
0,32887928,85,74,8.3,62.5,2,101,9,14,44544.5268,9.83,94,0.5,0.1
1,82349925,78.3,92,12.46,55.6,3,6024,96,86,23687.31689,1.15,93,1.2,0.1
1,1332785,78,99,11.29,59,1,0,96,6,2552.3328,8.46,95,0.8,0.1
0,184738458,72,17,6.85,46.9,81,0,99,96,3623.47667,7.7,99,3.2,0.1
0,855646,74.1,151,3.11,48.4,4,0,97,97,2178.38325,9.78,97,2.2,0.4
0,19229,73.8,128,0.01,74.3,0,0,58,56,4178.973369,7.22,63,0.2,0.1
0,126934,74.2,148,0.01,32.8,0,0,98,97,1153.93822,4.81,97,7,0.1
0,6161517,59.9,314,0.58,4.4,11,1385,59,6,637.3616215,8.39,62,1.5,1.5
0,5737723,73.2,154,3.38,5.2,3,0,99,98,1526.497938,6.58,98,1.9,0.1
0,4296739,75.9,12,8.35,61,9,2,99,91,12969.7712,5.2,91,1,0.1
0,744769,73,135,9.6,53.9,1,2,98,65,3528.1318,8.7,98,2.5,0.1
0,29759989,74.5,133,4.83,52.9,9,0,91,91,5771.565878,4.93,91,1.1,0.2
0,9542,64.8,214,0.48,71.4,0,0,61,67,113.6286,1.39,62,0.2,0.1
0,6863157,71.6,169,3.09,4.4,6,0,95,94,1132.8721,7.28,95,2.7,1.5
0,118675,52.6,46,4.9,29.3,3,26,89,88,332.517125,8.46,88,5.8,33.7
0,669361,71.3,171,2.74,39.6,6,0,99,95,113.4546,6.88,96,2.7,1.6
0,1983,73.9,146,1.69,15.6,5,65,98,32,989.4547732,3.95,99,15.4,0.1
0,1512985,64.7,287,6.55,45.8,8,2204,99,99,2874.288291,3.95,82,2.5,0.1
0,418738,77.7,12,4.09,49.3,1,0,9,89,4425.57467,7.8,9,2.1,0.1
1,22325,78,221,12.12,57.7,0,0,94,91,1444.1589,7.1,94,2.4,0.1
0,8977,72.4,18,6.51,33.5,0,0,99,99,184.68447,3.59,99,5.8,0.1
0,18588,78.2,84,8.48,57.4,1,56,89,89,1242.95373,7.6,89,0.9,0.1
1,14162,89,78,9.88,6.9,0,0,98,98,2277.53613,9.5,98,0.7,0.1
0,118559,58.1,299,0.01,22.7,27,175,42,51,561.997387,5.64,51,7.5,0.5
1,7775327,72,155,11.19,58.6,1,0,96,96,271.46824,7.43,96,2.3,0.1
0,351694,70,177,6.58,5.1,0,0,95,95,4852.223666,5.79,95,3.4,0.2
0,43835722,73.1,147,4.53,51.3,15,0,94,93,379.78776,6.11,93,2.3,0.1
0,1463417,77,196,2.14,47.2,12,0,94,94,2825.5247,6.64,94,1.3,0.4
0,6552584,73.9,147,0.01,49.4,3,0,83,87,4712.822736,9.81,87,2,0.2
0,136427,75.8,86,5.78,31.9,171,52628,99,99,7683.5238,5.55,99,3.7,0.1
0,7423289,53.4,369,5.54,14.1,24,0,82,87,15.57434,9.84,87,8.2,4.3
1,8429991,88,7,12.26,56.1,0,36,92,92,48333.57273,11.17,92,1.8,0.1
0,31731688,59.9,268,0.01,18.1,66,430,62,64,631.744976,8.13,64,17.7,0.1
0,31676,79.7,78,7.7,6,2,15,88,14,28172.14883,9.54,91,0.5,0.1
0,22549547,49.1,369,7.01,19.8,81,2807,63,61,3347.84485,4.37,6,9.3,2.5
0,1965211,86,74,7.46,65.4,0,3,99,98,21874.8195,9.26,99,0.8,0.1
0,11761,74,15,1.36,51.4,3,1,97,96,3112.83529,5.63,97,6.4,0.1
0,153884,65,295,7.08,46.8,8,109,99,99,5291.57565,3.73,99,2.4,0.1
0,677855,72,132,1.35,56.8,33,8927,85,77,64.72953,5.37,85,5.1,0.1
0,75391,65.8,22,7.57,44.1,0,0,97,97,3785.935665,6.57,97,5.6,0.3
0,751857,65.3,237,7.93,37.8,1,0,91,9,986.7958173,5.97,9,5.8,2.1
0,174184265,65.5,167,0.04,22.5,371,4386,75,74,1226.215314,3.1,74,2,0.1
1,59379449,82,6,6.98,61.5,2,5189,96,96,38334.68477,9.27,96,0.5,0.1
0,11689,72.4,148,1.79,7.1,0,0,89,89,2892.522663,5.61,88,0.1,0.1
1,111267,79.5,59,11.32,57.8,0,18,99,96,3818.46396,7.23,99,0.9,0.1
0,1638139,57.6,285,0.01,24.3,4,0,87,87,67.7518833,5.96,87,7.7,5.3
0,978571,73.2,11,1.19,48.9,4,231,98,94,2254.933126,5.29,98,6.5,0.1
0,169735,55.3,42,0.01,18.4,31,11,95,96,374.51882,12.6,96,6.6,8.3
0,75946,65,238,7.35,39,1,0,93,93,198.455216,5.83,93,5.7,1.8
0,12916229,64.3,212,0.28,21.7,21,428,76,89,11.631377,4.62,89,1.4,0.4
0,99184,71.9,155,1.51,67,0,0,85,88,1842.44421,5.3,84,0.1,0.1
0,82781,72.1,185,7.41,28.7,0,0,99,99,8524.961236,4.64,99,6.1,0.1
0,5867626,69,218,2.79,45.3,4,0,98,99,2238.4116,8.17,99,2.1,0.4
0,18914977,73.7,123,0.97,48.5,8,517,83,83,1762.24617,3.78,8,6.4,0.1
0,7915,81.8,6,2.78,63.8,1,211,94,97,32569.59683,7.73,94,1.2,0.1
0,18588758,49.5,48,2.09,16.9,90,7085,72,25,256.4414872,5.64,73,4.1,13.4
0,3593648,59.3,347,10.22,16.7,76,3312,82,82,584.3962137,9.9,82,5.9,6.8
0,85858,64.3,219,0.6,68.8,0,0,88,85,734.9492461,9,85,0.2,0.1
0,371464,73.5,15,2.19,59.7,1,526,74,74,5425.6697,9.3,74,4.8,0.1
0,1586754,61.7,31,8.64,33,2,0,74,79,763.66223,3.43,76,6.7,8
1,46724,79.6,65,7.45,66.1,0,2,76,82,19375.5696,8.36,74,0.7,0.1
0,4488263,79.2,96,4.07,54.4,1,0,8,87,689.396224,9.69,86,1.9,0.1
0,7675338,54.1,361,4.5,14.5,24,784,88,92,165.8794176,11.49,92,8.1,3.8
0,672888,73.9,158,5.95,27.9,10,2583,99,98,575.32176,3.81,99,8.2,0.2
0,723868,62.5,237,0.01,22.6,2,1,85,89,788.632653,7.11,86,6.9,0.8
0,15399667,62.9,2,0.04,18.9,364,2981,78,7,711.4699463,2.91,77,21.2,0.1
0,152779,68.3,179,0.01,18.9,11,0,87,88,198.687123,5.68,88,1.9,0.2
0,629877,73.2,152,5.65,46.4,3,0,85,89,3225.591754,9.1,89,2.1,0.1
0,1565217,57.5,279,4.55,16.6,43,2511,9,91,575.4464527,7.17,91,9,1
0,15572753,77,137,0.01,16.4,111,1986,94,94,856.342857,3.8,94,18.5,0.1
0,66331957,82.2,79,11.5,62,3,267,98,83,42955.24287,11.54,98,0.6,0.1
0,1233996,71.8,165,3.73,28.6,0,3,98,97,5695.969327,4.38,97,7.6,0.1
0,689,81,69,2.23,6.1,1,116,95,99,19888.172,7.35,95,1.1,0.1
0,22961146,64.7,23,0.87,19.5,29,6,73,74,461.723722,4.15,74,7.3,0.4
0,487377,63.5,228,0.44,15.7,66,1329,92,39,219.8156688,1.97,82,13.3,0.5
0,481422,67.6,2,0.99,43,0,0,99,99,948.6592511,6.66,99,1.3,0.1
0,3997224,74.8,129,8.16,58,10,0,92,85,7193.61764,6.49,91,1.1,0.1
0,8595,82.1,61,2.69,64.2,1,50,96,97,36393.66932,7.89,96,1.2,0.1
0,526796,73,192,3.61,42.8,4,0,85,83,116.2743,5.39,83,2.2,0.4
0,14264756,58.2,366,2.57,21.2,29,13234,83,81,1644.619672,4.26,81,6.6,6.3
0,15627618,54.1,441,1.23,18,32,26,97,97,512.125451,11.67,97,6.7,11.2
0,7992573,73.7,115,0.41,63.2,4,3,98,98,387.753211,8,98,3.9,0.1
0,74569867,74.8,112,1.54,63.7,19,349,97,97,1172.3843,5.24,97,4.9,0.1
0,242524123,68.1,187,0.08,22.9,138,18869,82,83,3113.48635,2.74,81,1.6,0.3
0,1144118674,64.4,211,1.27,13.5,1500,36711,65,8,77.819,4.28,65,27.2,0.3
0,18194,72,153,3.52,7.3,0,0,37,35,287.963899,4.68,39,0.2,0.1
1,19876,79.3,6,10.8,57.3,0,0,99,96,3215.8159,7.4,99,0.9,0.1
1,25835,74.4,138,9.58,58.4,2,7450,92,96,8558.39766,5.48,91,2.8,0.1
0,973146,68.2,247,12.05,56.2,1,2,99,99,2378.33927,6.59,99,2.4,0.1
0,13569438,52.6,362,0.01,18.7,46,1275,44,37,125.998515,3.62,37,8.7,2.9
0,3926,73.8,132,7.24,52,1,22,88,95,2964.47734,1.5,92,2.6,0.1
0,3179285,72,142,0.56,48.2,23,6399,97,95,1948.812275,5.22,97,6.5,0.1
0,19757,73.6,131,0.01,73.8,0,0,62,6,4219.65123,6.91,67,0.2,0.1
0,231275,54,429,1.54,18.1,82,9396,69,76,336.3318145,5.91,83,3.9,15.9
0,4499653,49.9,451,0.01,21.6,16,596,23,23,337.4849614,3.82,23,8.5,5.1
1,3499536,71.6,2,9.87,56.9,0,19,92,98,3297.35471,6.46,94,3.4,0.1
0,1514729,64.6,294,6.94,46.3,8,16118,99,94,3771.278957,4.7,98,2.4,0.1
0,2955662,54.9,41,9.81,14.8,93,5736,62,64,336.4593923,9.86,64,6.4,8.6
0,3839379,74.1,137,7.62,55.7,11,0,95,73,333.4376,8.22,96,1.2,0.1
0,956765,70,226,14.09,58.7,0,0,98,98,5176.172649,6.9,96,2.1,0.1
0,3825,74.2,13,7.71,53.6,1,31,93,92,4142.869175,8.57,92,2.6,0.1
0,48795,72.1,129,4.25,24.9,0,0,97,95,234.28992,5.11,96,8.3,0.6
1,8274983,85,74,11.2,6.4,2,1607,94,88,4681.32796,1.93,95,1.1,0.1
0,23369131,49.6,365,7.8,2.4,78,1190,81,77,3529.53482,3.39,77,9.1,2.5
0,31663896,56.3,41,9.79,15.6,84,1319,69,71,449.6928183,9.1,71,6.2,8.2
0,486438,72.3,126,5.28,25.5,0,0,98,96,3112.285712,4.3,98,8.1,0.6
0,6854176,65.5,194,0.37,33.5,10,0,79,81,337.359236,5.89,84,3.8,0.3
1,155756,82,85,11.92,58.8,0,2,97,97,23196.18375,1.7,97,0.7,0.1
0,6416229,89,89,12.2,58.6,3,39,99,42,416.58397,1.45,98,0.6,0.1
0,24218565,51,361,8.06,21,75,1449,73,72,4299.12889,3.38,71,8.9,2.5
0,949583,73,222,14.44,59.3,0,1,99,96,63.38877,5.55,98,2,0.1
1,881957,78.7,9,12.5,51.2,0,0,82,81,26351.37568,1.27,83,1.7,0.1
1,4648882,82.6,58,0.01,66,1,154,97,96,296.47225,9.3,97,0.6,0.1
0,125525,44.8,73,4.43,26.3,25,304,73,73,57.34834,6.53,71,1.2,39.8
0,13829177,54.3,32,4.73,14.6,47,125,94,76,422.6332374,6.58,86,1,2
0,143126,65,37,7.72,3.8,2,0,44,28,6741.293948,2.76,45,7.2,10.9
1,821197,79.9,8,11.36,59,2,917,95,87,45699.19832,1.39,96,1.1,0.1
0,47791911,74.6,144,4.38,57.2,11,0,9,9,7913.383432,7.2,9,2.1,0.1
0,3419546,76.8,117,6.03,63.4,0,0,95,95,16737.89827,8.58,95,1.5,0.1
0,85995,69.1,2,2.25,58.7,0,0,99,99,3651.966784,4.23,99,4,0.1
0,191266,67.3,191,0.01,3.1,0,0,95,95,1821.878734,8.35,95,5.6,0.2
0,1788853,64.6,239,0.01,19.5,13,75,98,98,678.796973,7.68,98,6.1,0.7
0,6165372,46.2,441,3.91,2.7,29,44,75,77,46.3759178,1.29,77,8.7,1.9
0,73287,74.1,131,9.85,56.4,1,1,97,93,5821.35397,9.9,95,2.3,0.1
0,1381599,50,587,4.64,29,30,853,69,73,65.824121,6.26,73,7.5,18.1
0,96866642,68.1,217,5.02,23.7,56,1536,88,88,2581.818554,4.46,88,1,0.1
0,17461,72,18,3,65.6,0,0,94,89,154.68923,5.31,95,0.2,0.1
1,56953,86,73,11.36,59.2,0,0,96,94,14965.361,7.68,99,0.9,0.1
0,3779468,75.7,1,4.82,51,0,17,91,9,344.321698,8.28,87,2.9,0.1
0,66195615,73.3,165,6.2,24.6,12,3893,98,96,3972.26475,3.56,98,8.6,0.4
0,9295784,71.9,123,0.01,49.7,5,0,92,88,7496.335728,5.37,89,2.8,0.1
0,1322696,76.3,135,0.01,58.5,0,4,94,94,17421.8922,6.36,94,1.9,0.1
0,212857,64.2,286,0.01,36.8,2,1,96,95,77.625783,5.84,95,7,2.8
0,18336724,69,265,0.72,15.8,37,0,8,81,274.819723,5.3,85,8.1,0.6
0,28112289,74.1,131,0.49,35.3,3,73,96,96,971.356987,3.99,96,8.2,0.1
0,411147,74.5,98,1.67,62.5,1,24,75,81,712.775759,8.7,81,4.7,0.1
0,19139658,49.8,416,2.16,17.3,87,7155,76,76,262.884551,6.45,76,4,14.5
0,491644,75,93,1.53,64.4,1,9,75,81,8787.94668,6.99,81,4.8,0.1
0,498899,71.5,165,4.43,47.5,17,3,83,8,2395.856551,5.96,8,2.5,0.1
0,16667,57.2,27,0.01,21.9,53,341,72,66,777.3476868,6.47,66,8.3,1.5
1,8121423,78.8,88,12.2,51.7,0,90,84,83,3212.9355,1.48,84,1.7,0.1
0,32776571,76,147,0.01,57.2,32,15,7,61,6651.12242,5.26,69,5.3,0.1
1,19983693,74.6,138,9.59,59.2,2,1159,88,96,9585.266593,5.6,92,2.7,0.1
0,35655,72.6,141,2.86,47.4,1,69,97,69,694.435119,5.94,94,2.1,0.1
0,65824164,73,168,6.18,23.6,13,3588,98,96,3368.952576,3.49,98,8.7,0.5
0,657229,61,255,0.12,2.6,2,0,81,81,795.97519,5.13,81,7.2,0.1
0,5396774,72.3,127,0.54,56.3,4,76,97,97,1889.213962,9.15,97,3.9,0.1
0,126365852,67.3,19,3.1,17,1100,18668,79,73,1446.98541,4.39,82,26.9,0.2
0,1267638,45.1,615,1.11,15.5,40,1116,94,89,274.2256294,7.82,89,7.5,23.4
0,613997,74.5,148,3.55,53.2,2,0,99,98,1975.46477,9.4,98,1.8,0.1
0,311487,73.5,15,5.16,49.9,1,6,97,98,279.142931,6.12,98,1.8,0.1
0,1522692,67.8,183,0.01,18.2,11,0,66,83,128.419568,5.93,83,11,0.2
1,398582,78.5,71,6.7,63.9,0,4,94,89,13689.98999,8.6,94,0.7,0.1
0,14261494,49.8,396,9.66,19.9,549,704,46,27,119.743286,3.66,4,12.6,5.3
1,1376133,78.3,95,11.28,59.4,0,44,96,64,3743.95693,9.3,95,0.8,0.1
0,7295394,55.6,283,1.23,19.2,25,1588,76,15,418.6985763,4.27,75,9.3,2.1
1,472637,79.4,85,11.98,57.5,0,8,99,95,89739.7117,7.75,99,0.9,0.1
0,763393,66,217,7.64,45.9,0,0,97,98,43.82321,5.25,98,5.5,0.3
0,626425,63,262,0.25,19.6,2,85,69,69,648.38717,4.57,69,7.4,0.1
0,39113313,75.4,11,0.01,58.4,21,0,95,95,547.8517,7.21,95,6,0.1
0,284992,75.3,138,3.65,52,1,0,96,96,521.33363,5.66,96,1.8,0.5
0,458324,67.1,29,1.18,41.3,0,0,89,81,818.442619,5.64,9,1.3,0.1
0,668583,71.6,135,1.42,55.9,35,5844,69,68,4718.51291,5.34,68,5.1,0.1
0,54146734.74,62,347,7.38,5.3,42,66,77,8,6479.625659,8.8,77,4.9,3.7
0,13474489,64.1,216,2.03,14.3,17,188,8,8,539.8791529,4.48,8,11.4,1.1
0,48883844.99,54.5,486,8.48,45,51,31,79,83,6125.39984,7.53,82,9.7,26.4
0,19668,73.7,146,2.29,17.9,4,44,98,98,1644.816372,3.76,98,15.4,0.1
0,2443659,63.8,263,2.43,39.8,2,1205,98,98,571.51883,5.81,98,2.4,0.1
0,29843937,69.9,146,0.58,47.3,24,10841,91,9,1721.973863,5.25,91,6.6,0.1
0,41,78.2,62,0.01,26.2,0,0,99,99,7716.2415,13.73,99,13.6,0.1
0,16491687,78.9,9,7.39,58.7,2,0,95,92,1526.87746,6.35,96,0.9,0.1
0,31995,80,77,7.8,6.6,2,7,91,14,31979.87195,9.56,91,0.5,0.1
0,2662482,51,53,10.16,13.9,109,29429,57,44,237.9995917,7.54,59,6.7,9.4
0,818354,68.1,218,1.63,54.2,0,37,96,99,3332.918533,3.61,95,4.2,0.1
0,13735233,74.2,151,3.54,47.2,8,0,89,92,321.942547,5.87,92,1.4,0.3
0,5437,69.3,199,4.52,51.8,0,0,84,84,527.92,6.22,84,3.5,0.6
0,3485,76.8,117,5.82,62.9,0,0,94,94,16881.2568,8.68,94,1.5,0.1
0,14271234,50,525,1.27,16.9,36,20,92,91,372.842678,1.7,91,7,16.9
0,35544564,82,65,8.1,66.4,2,418,91,55,544.43376,1.45,91,0.5,0.1
0,4717.99,53.7,497,6.96,42.9,55,830,73,76,4863.51688,7.93,74,12.6,29.7
0,1359647,74.4,148,3.65,46.5,8,0,9,88,278.557892,6.22,88,1.5,0.3
0,28292724,74,133,4.29,5.2,11,0,93,93,3611.2147,4.6,93,1.2,0.3
1,223175,81.9,64,10.52,63.9,1,70,92,92,51874.848,9.2,92,0.7,0.1
0,61724,59.6,321,0.59,39.6,11,3863,62,67,588.3582595,6.79,68,1.5,1.4
0,297745,68.8,184,0.01,42.2,18,0,99,99,174.468298,6.49,99,3,0.1
1,42187645,79.4,83,12.09,59.3,2,256,99,81,21495.7741,7.99,98,0.6,0.1
1,8343323,82,77,11.3,54.7,0,49,83,83,47654.18721,11.19,83,1.7,0.1
0,31372,66,223,0.01,24.2,8,127,71,42,697.7451989,4.21,71,9.8,1.3
0,259167,65.9,26,3.79,43.9,2,12,99,98,1634.81431,5.6,95,2.2,0.1
0,16993354,79.1,89,7.93,6.6,2,0,92,92,1286.17764,6.97,92,0.8,0.1
0,14691275,75.1,137,3.87,5,7,0,91,91,4255.56571,5.58,94,1.3,0.1
0,138939478,49.2,4,9.71,19.3,556,110927,45,18,87.8938738,4.11,36,12.9,5.4
0,18912412,73,161,7.1,48.6,70,57,99,99,586.145975,8.36,99,3.1,0.1
0,822934,62,289,0.49,31.3,1,143,89,88,1214.77118,8.5,89,5.7,3.3
0,5867,72.6,122,5.07,28.2,0,0,9,9,367.429453,4.6,9,7.3,0.3
0,7164132,75.3,122,9.16,58.9,1,1,97,91,6353.826383,1.12,95,2.1,0.1
0,19228,69.1,197,1.56,16.1,6,35,97,62,174.6692,4.28,97,15.4,0.1
0,71339185,73.9,118,1.4,61.1,23,4,96,94,936.499911,6.8,96,4.9,0.1
1,46362946,81.6,66,9.99,62.9,2,41,96,96,32333.4661,9.52,96,0.6,0.1
0,134681,73,188,16.58,55.9,0,27,95,95,12595.4165,5.1,95,2.1,0.1
0,19553,45.6,69,5.78,27.4,3,0,88,93,2529.633557,5.88,86,7.7,50.3
1,234319,73.8,163,10.21,59.8,0,3,91,9,13822.8559,5.91,91,2.2,0.1
0,1258653,74.1,147,0.01,32.3,0,0,98,98,9637.265,4.82,98,7,0.1
0,8212264,55.3,35,4.33,15.2,23,173,89,92,196.2472628,7.86,92,7.9,2.9
0,739728,66.4,178,0.32,35.3,10,0,87,86,76.914128,5.58,86,3.8,0.3
0,8929349,67.5,216,4.19,21.1,62,530,87,87,1672.685433,3.94,87,1,0.1
0,135738,75.6,88,5.79,3.9,185,26883,99,99,777.77594,5.39,99,3.8,0.1
0,14885814,69.1,147,0.01,14,144,2660,96,96,615.7775411,2.85,96,19.3,0.1
0,25121796,61.2,263,1.64,26.1,40,120,91,91,1574.978653,4.81,91,6.9,1.3
0,1534739,59,386,9.3,21,536,9960,6,41,1383.893354,4,53,12,5
0,6473164,71.4,192,5.93,2.2,16,10315,97,95,296.54617,3.7,96,9.2,0.7
0,1527156,71.3,189,2.02,48.6,11,0,94,96,3299.65139,6.33,96,1.2,0.4
0,17279141,59.9,268,0.93,15,40,62233,65,61,316.7998965,4.81,66,8.3,0.7
0,656639,65,254,0.73,16.7,1,11,95,95,1247.61392,5.28,95,17.8,0.3
0,2978599,59.2,275,0.01,17.2,71,3013,68,68,63.537231,7.87,68,18.2,0.1
0,159328,64.7,22,5.46,24,0,0,97,75,843.89447,7.84,97,6.9,1.2
0,64191474,78,14,1.49,54.3,41,30509,88,77,3119.63716,5.16,88,5.2,0.1
0,527612,74.9,97,1.29,64.9,1,1761,75,81,846.285153,6.63,81,4.8,0.1
0,6814365,74.5,153,6.5,31.3,9,2641,99,99,6171.262444,4,99,7.9,0.1
0,1354493,71.1,171,6.94,46,0,0,94,92,19325.24283,5.93,92,5.8,0.3
0,9474511,72,199,13.94,61.7,0,64,97,97,8318.429294,5.69,97,1.9,0.1
0,87634,73,141,1.18,46.6,6,5,85,68,5574.6382,4.37,81,2.8,0.1
0,16421,62.3,294,8.85,33.5,2,1,68,67,8754.113376,3.41,67,6.5,7
0,868346,52,48,6.66,14.5,29,1064,96,96,212.6619491,6.34,96,7,8.1
0,724153,72.2,165,3.02,42,5,0,94,93,1217.657961,7.89,94,2.6,1.2
0,6261,75.6,11,0.01,6.2,0,0,94,9,6586.71929,7.25,94,1.9,0.1
1,26979,81.2,66,10.31,62,1,0,92,95,36118.28381,8.49,92,0.7,0.1
0,2881922,74.4,121,3.89,52.6,1,0,96,95,3684.8481,4.48,95,2,0.1
0,31786,72.7,134,3.03,48.1,1,4,96,93,93.1661567,5.56,94,2,0.1
1,4576794,84,7,11.72,59.7,0,285,95,95,52567.52568,8.15,95,0.3,0.1
0,931971,58,312,0.01,17.1,22,49,96,96,265.285651,8.21,96,7.5,1.2
0,1252156,49.3,554,2.33,18.4,34,45,84,82,691.3178164,7.56,82,7.1,17
0,16613,65.7,24,0.01,76.2,0,0,92,94,1763.815497,1.37,94,0.1,0.1
0,376271,76,145,0.19,55.8,32,492,74,72,452.74948,3.82,74,5.3,0.1
0,33777915,73.4,132,0.36,49.8,20,944,95,8,3464.6179,3.36,95,6.1,0.1
0,92325,64.9,213,0.6,72.1,0,0,74,5,1214.556667,1.6,79,0.2,0.1
0,1255882,73.9,154,0.01,31.8,0,0,98,98,9291.227619,4.76,98,7.1,0.1
0,133144,69.6,188,6.35,38.4,0,0,89,89,1495.96337,4.49,92,6.2,0.6
0,896688,62.7,256,0.53,33.8,1,28,82,82,1622.637974,9.14,82,5.6,2.1
0,821817,68.3,214,2.02,55.1,0,0,97,99,3658.63832,3.61,96,4.1,0.1
1,8227829,79.4,85,12.4,52.7,0,9,86,86,38242.4252,1.53,86,1.7,0.1
0,449416,53,439,0.01,21.2,16,141,47,47,486.41114,3.62,47,8.7,5.1
0,1777567,71,179,7.13,44.5,103,1,99,91,3146.95177,7.19,98,3.4,0.1
0,247485,71.4,138,0.01,5.8,0,0,65,64,3158.58688,3.7,64,1.5,0.1
0,3172753,77,144,0.17,56.5,32,15,8,77,5854.614497,3.32,79,5.3,0.1
0,22846758,53.2,45,1.48,19.7,72,4,74,75,53.127719,4.91,75,3.7,12.6
0,48683865,67.7,253,4.31,55.1,6,16970,99,7,78.738243,5.66,99,2.9,0.8
0,8789419,67.3,219,4.08,2.6,63,9,88,77,1391.772325,3.95,88,1,0.1
0,752967,68.7,223,0.01,21.9,0,1,97,97,2422.816,3.7,97,16.1,0.6
1,8221158,78,95,12.91,55.1,3,0,94,84,23718.7467,1.1,9,1.2,0.1
0,754146,72.8,161,3.23,43.5,5,0,94,94,1437.628785,7.63,95,2.4,0.8
1,8177693,81,76,11.2,59.9,2,780,94,88,41785.55691,11.25,95,1.1,0.1
0,1516795,52.9,462,1.08,17.6,35,118712,86,93,458.8681744,1.5,93,6.8,13.7
0,1493469,75,134,3.95,5.7,7,0,88,9,4657.32361,5.9,91,1.3,0.1
0,157571292,71,135,0.01,17,104,237,96,96,951.8894535,2.88,96,18.3,0.1
0,517461,65.6,217,2.55,45,7,0,97,97,5649.978486,1.98,97,3.2,0.1
0,3486715,74.1,126,0.46,51.8,20,217,92,91,495.254866,4.2,93,6,0.1
1,969611,82.3,54,7.3,59,0,26,98,67,5918.19898,11.93,98,1.5,0.1
0,853625,57,415,7.82,14.1,31,2738,85,88,196.59778,4.18,88,7.2,8
0,13726,73.6,157,3.88,45.1,8,0,88,75,2183.966796,4.62,88,1.5,0.3
0,531589,76,187,5.64,55.5,0,0,86,86,8318.97692,5.93,86,3.5,0.1
1,4238389,77.8,97,12.14,63.1,0,0,95,95,13467.46827,7.8,95,1.5,0.1
1,381256,75.3,144,10.9,56.6,2,40,99,98,1126.31852,6.28,99,2.2,0.1
0,865937,61.8,268,0.39,32.7,1,49,87,87,143.986898,8.71,87,5.6,2.7
1,2882982,72.9,154,10.6,55,3,353,96,99,8214.185378,5.21,96,3.2,0.1
1,89142,71.6,16,10.72,57.5,1,8,94,93,1764.97387,7.23,94,2.4,0.1
