"Status","Population","Life.expectancy","Adult.Mortality","Alcohol","BMI","infant.deaths","Measles","Polio","Hepatitis.B","GDP","Total.expenditure","Diphtheria","thinness..1.19.years","HIV.AIDS"
0,42486839,61.2,278,1.8,19.5,60,2395,97,96,987.4453967,5.23,96,8.1,3.4
0,15627618,54.1,441,1.23,18,32,26,97,97,512.125451,11.67,97,6.7,11.2
0,18563,69,18,1.21,41.1,0,9,67,7,1469.849149,3.28,71,1.7,0.1
0,36482,76.8,92,4.61,54.2,0,22,87,92,4716.673325,9.94,92,2.5,0.1
0,539614,68.5,186,0.99,47.2,0,0,99,99,1642.837974,5.8,99,1.2,0.1
0,68416772,74.6,152,6.41,32.4,8,0,99,99,5941.8471,4.12,99,7.8,0.1
0,281721,75,138,3.55,5.5,1,0,94,94,4682.728424,5.3,94,1.8,0.5
0,9663915,68.1,252,11.01,56.7,1,1,98,99,3126.71767,6.89,99,2.3,0.1
0,5155896,65.4,29,0.3,19.8,49,190,9,92,987.7365832,1.92,9,13.1,0.5
0,3362755,76.6,118,6.67,6.7,0,0,95,95,9415.17386,8.78,95,1.5,0.1
0,2927519,76.1,91,5.79,53.5,1,0,98,98,4114.136545,5.79,98,1.5,0.1
0,184339,46.4,693,5.51,31.6,2,59,96,9,4163.6596,4.65,96,1.9,31.9
0,31372,66,223,0.01,24.2,8,127,71,42,697.7451989,4.21,71,9.8,1.3
0,1527156,71.3,189,2.02,48.6,11,0,94,96,3299.65139,6.33,96,1.2,0.4
0,26226,68.5,199,4.99,42,0,0,93,97,3556.561825,4.38,89,3.7,0.1
0,3312665,61.2,219,0.02,25.5,8,11,75,74,113.3128,3.54,75,9.4,1.3
0,2937,69.9,165,0.88,44.9,0,3,67,61,1886.433359,3.87,68,1.6,0.1
1,42187645,79.4,83,12.09,59.3,2,256,99,81,21495.7741,7.99,98,0.6,0.1
0,182889,66.9,194,0.01,28.5,0,0,96,96,138.949959,8.6,96,5.9,0.5
0,773628,75.5,17,1.45,65.3,16,565,96,96,12127.22522,5.41,96,4.9,0.1
0,1373513,65.6,2,0.28,22.7,20,46,83,91,136.4518,4.31,91,1,0.4
0,3339741,75.4,124,6.67,59.5,1,0,94,94,79.69746,8.23,94,1.6,0.1
1,223424,82,63,10.3,64.4,1,190,92,92,62245.129,9.2,92,0.6,0.1
0,447469,62.9,286,0.62,16.5,6,48,96,96,582.775532,3.6,96,8.8,0.7
0,6473164,71.4,192,5.93,2.2,16,10315,97,95,296.54617,3.7,96,9.2,0.7
0,9865548,67.2,262,12.23,55.3,1,14,99,99,1479.383142,6.47,99,2.5,0.1
0,1341588,78,174,6.7,44,0,0,91,92,19152.531,5.78,92,5.9,0.4
0,9371338,72.3,178,6.2,49.3,7,0,88,84,3836.468771,4.34,89,3.5,1.8
0,7451,68.3,225,0.23,21.1,0,10,95,95,2458.45976,4.73,95,16.3,0.5
0,12798763,53.6,29,0.55,18,57,33,78,83,487.942556,6.34,77,9.9,1.9
0,3385624,77,111,5.97,61.8,0,0,95,95,14166.4998,8.55,95,1.5,0.1
0,26214847,66.6,194,0.2,14.9,29,1415,82,82,393.8843518,5.84,82,17.2,0.2
0,527612,74.9,97,1.29,64.9,1,1761,75,81,846.285153,6.63,81,4.8,0.1
0,6576877,65.2,182,0.36,32.5,11,2144,82,58,236.314438,4.46,85,4,0.3
0,161468,48.4,536,7.19,25.9,3,10,87,83,1637.4567,5.26,84,9.4,46.4
1,2141669,72.6,184,9.85,58.5,0,0,94,92,12219.37379,6.84,94,2.3,0.1
0,82341,67.8,154,0.55,43.6,7,1978,79,51,883.6439965,6.56,77,3,0.1
0,2115164,63.3,248,1.03,18,32,1,7,7,412.739341,4.86,7,7.6,0.5
0,848455,69.2,154,0.85,45.3,6,222,8,52,2473.85776,6.17,78,2.9,0.1
0,369543,62,214,0.01,27.4,8,1292,52,64,123.383675,3.28,64,8.7,1.2
1,297555,72.8,18,9.8,58.9,0,0,92,91,11326.21947,6.55,92,2.2,0.1
1,1376133,78.3,95,11.28,59.4,0,44,96,64,3743.95693,9.3,95,0.8,0.1
0,393986,77.6,119,6.74,57.1,1,0,8,8,12593.7374,8.3,8,1.9,0.1
0,12777511,44.3,723,4.36,27.1,27,31,67,68,454.366654,7.13,65,9.4,33.6
0,683475,71.2,23,2.83,5.8,2,0,99,99,334.83817,6.32,99,1.8,0.3
0,29585,72.9,141,4.01,49.2,1,137,87,78,2158.299,4.58,87,2,0.1
1,1289898,76.6,11,11.89,5.1,1,45,96,58,1152.39681,9.14,96,0.8,0.1
0,134681,73,188,16.58,55.9,0,27,95,95,12595.4165,5.1,95,2.1,0.1
1,7395599,73.4,147,10.8,62.7,1,22004,94,95,6843.263289,7.24,94,2,0.1
0,312,73.4,16,1.6,17.3,0,37,96,97,3853.33348,5.89,96,14.5,0.1
0,129597,58.4,382,0.01,31.8,2,0,98,98,3464.35169,9.25,98,4.3,7.3
0,2369897,72.7,144,0.53,27,4,2198,95,95,3915.11546,3.4,96,9.7,0.1
0,183526,72.5,146,3.97,71.4,0,0,54,12,359.82223,4.52,26,0.2,0.1
0,126934,74.2,148,0.01,32.8,0,0,98,97,1153.93822,4.81,97,7,0.1
0,656639,65,254,0.73,16.7,1,11,95,95,1247.61392,5.28,95,17.8,0.3
0,12916229,64.3,212,0.28,21.7,21,428,76,89,11.631377,4.62,89,1.4,0.4
0,119917,76.1,124,5.3,6.8,34,3,97,98,9834.472689,6.4,97,1.6,0.1
0,821817,68.3,214,2.02,55.1,0,0,97,99,3658.63832,3.61,96,4.1,0.1
0,4499653,49.9,451,0.01,21.6,16,596,23,23,337.4849614,3.82,23,8.5,5.1
0,38833338,61.5,38,0.01,18.1,68,314,82,78,719.172669,7.22,78,5.7,3.2
0,14928,66.1,195,2.13,15.9,15,4779,95,92,738.2326684,6.36,94,11.1,0.6
0,329174,75.5,126,5.52,48.6,1,0,95,98,4267.13578,7.6,98,2.2,0.1
0,4717.99,53.7,497,6.96,42.9,55,830,73,76,4863.51688,7.93,74,12.6,29.7
1,969611,82.3,54,7.3,59,0,26,98,67,5918.19898,11.93,98,1.5,0.1
0,853625,57,415,7.82,14.1,31,2738,85,88,196.59778,4.18,88,7.2,8
0,16332974,64.4,178,0.03,2.1,367,2801,75,75,95.4327931,3.35,75,2.8,0.1
0,19222,79,81,8.09,58.6,1,5,92,91,1411.31339,8.72,92,0.8,0.1
0,119591,66.9,163,0.1,15.5,2,50,72,72,849.8626972,0.92,72,11.5,0.1
1,441525,78,96,12.89,54.6,0,0,99,86,48179.4285,7.4,99,1,0.1
0,2469286,64,271,1.31,4.5,2,18,98,98,646.561295,6.18,98,2.4,0.1
1,168658,81.7,58,0.01,61.6,1,140,96,92,52157.4687,1.9,96,1,0.1
0,259167,65.9,26,3.79,43.9,2,12,99,98,1634.81431,5.6,95,2.2,0.1
0,48115,63.7,245,2.71,41.3,6,48,98,98,2136.66815,2.9,98,3.3,0.1
0,2364851,56.7,295,0.01,13.4,87,798,41,65,198.7285436,8.82,41,19.7,0.1
0,83723,72.1,186,11.15,28.1,0,0,99,99,8331.261997,4.21,99,6.1,0.1
0,817789,69.3,163,0.01,39,10,1,97,96,14.214412,6.75,96,3.6,0.2
1,57685327,89,66,8.98,57.6,2,599,97,96,31174.56118,8.49,94,0.5,0.1
0,295195,76.6,88,5.37,55.1,0,28,99,99,4437.17868,5.71,99,1.4,0.1
0,75946,65,238,7.35,39,1,0,93,93,198.455216,5.83,93,5.7,1.8
0,1639931,74.8,12,1.28,56.5,3,1,98,98,414.15177,6.54,98,6.3,0.1
0,17613798,83,83,7.16,63.1,2,0,95,95,14817.37778,7.79,95,0.8,0.1
0,1428588,67.3,282,12.19,56.1,16,173,98,98,911.25385,5.38,98,2.4,0.3
0,48795,72.1,129,4.25,24.9,0,0,97,95,234.28992,5.11,96,8.3,0.6
0,5287488,72.1,129,0.54,55.5,4,19,95,95,1812.288374,9.68,95,3.9,0.1
1,111267,79.5,59,11.32,57.8,0,18,99,96,3818.46396,7.23,99,0.9,0.1
0,16667,57.2,27,0.01,21.9,53,341,72,66,777.3476868,6.47,66,8.3,1.5
0,383239,62.5,29,0.01,28.8,8,35,8,8,1364.283745,3.36,8,8.3,1.2
0,27568436,51.3,485,9.89,14.2,104,141,58,62,288.236949,8.9,62,6.6,8.9
0,1777567,71,179,7.13,44.5,103,1,99,91,3146.95177,7.19,98,3.4,0.1
0,2419776,63.2,266,2.87,39.1,2,10677,95,95,524.145924,5.45,95,2.5,0.1
0,11281469,58.4,288,0.01,21.7,28,6,63,62,52.3485646,5.39,62,7.8,1.9
0,165566,68.5,224,6.63,49.9,7,127,99,99,11634.42422,4.6,99,2.3,0.1
0,26143566,73.6,134,0.42,31.6,3,564,95,95,6222.982955,3.65,95,8.8,0.1
0,66881867,73.7,16,5.88,26.8,11,6071,99,98,4212.5492,4.11,99,8.3,0.3
0,13379,74.2,167,16.99,56.7,0,0,95,94,1894.5485,6.6,95,2,0.1
0,31731688,59.9,268,0.01,18.1,66,430,62,64,631.744976,8.13,64,17.7,0.1
0,1331475,75.6,137,14.97,57.6,0,0,94,94,14638.6482,6.25,94,1.9,0.1
0,227212,59.9,28,1.25,23.6,41,6,94,94,19.686718,5.3,94,7.7,2.6
1,22728254,82.3,61,10.03,65,1,199,92,91,67677.63477,9.36,92,0.6,0.1
1,4595416,81.3,7,10.24,62.3,2,297,97,97,35578.73619,8.8,97,0.6,0.1
1,1421137,78.8,91,12.05,59.8,1,61,96,64,35589.71295,9.32,95,0.8,0.1
0,87343,64.6,217,0.49,69.7,0,0,96,79,826.58554,9.1,77,0.2,0.1
0,454528,78.1,16,3.58,55.5,1,0,93,89,8199.414621,9.66,88,1.8,0.1
0,8977,72.4,18,6.51,33.5,0,0,99,99,184.68447,3.59,99,5.8,0.1
1,344367,71.4,22,11,57.5,0,103,97,94,4146.987928,6.4,95,3.3,0.1
1,25835,74.4,138,9.58,58.4,2,7450,92,96,8558.39766,5.48,91,2.8,0.1
0,231652,66.1,232,0.01,34.1,3,1028,89,89,5488.131712,8.53,89,9,2.5
1,22442971,77,175,10.16,51.4,4,35,99,98,1668.162731,4.33,99,4,0.1
0,19221,66.6,165,0.09,15.1,2,10,78,72,757.3114436,1.2,72,11.6,0.1
0,9199259,58.7,254,1.33,23,25,392,77,76,757.695974,4.95,76,7.8,1.4
0,689692,61.8,246,0.15,21.6,2,0,82,74,769.1742883,5.82,74,7.1,0.1
0,978169,68,282,6.39,17.1,18,6,97,97,5.6687264,7.66,97,6.7,3.7
0,1768838,57.6,377,0.01,19.2,27,3,87,91,354.7253961,11.38,91,6.5,5.1
0,473398,63.5,238,2.86,4,6,1,98,96,1453.917166,4.3,97,3.4,0.1
0,7463157,73,134,7.42,53.3,1,11,96,89,3331.228766,8.24,88,2.6,0.1
1,23117353,82.5,61,9.87,65.5,1,158,91,91,67792.3386,9.36,91,0.6,0.1
0,652231,71.6,189,6.17,21.7,14,4165,98,96,2659.83918,3.51,98,9,0.5
0,27949944,74.2,134,4.22,49.5,12,0,94,94,3171.49856,4.47,94,1.2,0.4
1,836344,84,75,12.1,55.2,0,52,86,86,46657.629,11.17,86,1.7,0.1
0,59433,73,24,2.97,47,3,0,81,81,248.4125,7.9,81,2,0.4
0,4357,71.7,142,2.72,47,2,199,89,51,779.3845935,8.72,84,2.9,0.1
0,1761467,74.8,13,1.29,57.4,3,11,98,98,4256.91279,7.15,98,6.4,0.1
0,14137,72.8,142,1.24,72.7,0,0,84,82,3547.59975,4.59,82,0.1,0.1
0,1512985,64.7,287,6.55,45.8,8,2204,99,99,2874.288291,3.95,82,2.5,0.1
0,19297929,73.4,158,7.21,5.3,61,0,99,96,8787.61375,8.24,99,3,0.1
0,8657785,74.3,15,3.11,49.3,4,0,97,97,2136.77395,9.15,97,2.2,0.4
0,1165151,65.2,233,0.01,2.1,12,17,98,98,688.8768557,7.69,98,5.9,0.5
0,51313,71.7,133,0.49,54,4,32,94,93,1657.889256,9.65,91,4,0.1
0,23785,78,149,0.83,48.2,0,0,66,62,2643.441423,3.9,66,1.5,0.1
0,182933,48.1,652,4.9,32.2,2,1,96,91,4896.583835,5.56,96,1.5,28.4
0,76236,81.7,61,2.63,63,1,23,95,97,3661.994,7.36,95,1.2,0.1
0,462582,67.7,273,9.46,57.6,5,48,91,84,3891.37823,6.63,9,2.5,0.4
0,15923559,71.7,187,1.88,49.9,10,0,65,73,3687.763767,6.2,73,1.2,0.4
1,2263122,71,26,8.81,56.6,0,0,99,98,6351.8125,6.51,99,2.5,0.1
0,3727,74.5,125,6.13,55.3,1,3188,91,91,4429.6575,7.42,91,2.7,0.1
0,3374415,76.3,118,6.21,61.2,0,0,95,95,11938.212,8.63,95,1.5,0.1
0,36,76.3,75,1.59,21.2,0,6,98,98,597.1659,9.22,98,14.1,0.1
1,3198231,71.1,224,13.3,59.3,0,1,96,96,14961.56818,6.61,96,2.9,0.1
0,2589345,57.3,295,0.03,14.7,84,1990,58,64,272.56377,7.43,58,19.2,0.1
0,27212382,56.7,375,0.01,22.2,61,9,79,79,623.2871141,6.98,79,3.6,4.1
0,3486715,74.1,126,0.46,51.8,20,217,92,91,495.254866,4.2,93,6,0.1
0,138939478,49.2,4,9.71,19.3,556,110927,45,18,87.8938738,4.11,36,12.9,5.4
0,87298,72.3,182,4.94,32.4,0,0,99,99,976.9566,2.64,99,5.8,0.1
0,6712841,65.9,177,0.38,33,11,4,82,81,39.281834,5.7,86,3.9,0.3
0,487137,64.1,241,2.58,42,6,59,98,98,26.371428,2.16,98,3.3,0.1
0,179417,57.8,291,0.2,2.8,29,45,62,64,438.7513346,4.55,64,8.2,2.2
0,35662,77.2,89,4.03,55.3,0,3000,86,89,5193.94932,9.57,86,2.4,0.1
0,63543322,71.2,194,5.92,19.4,17,7319,97,95,1893.145377,3.32,96,9.3,0.8
0,138859,65.6,199,2.24,15.3,16,4211,91,91,745.7877873,5.55,91,11.2,0.7
0,41223889,75.5,121,8.15,59.8,10,17,95,94,1276.265,6.55,94,1,0.1
1,465158,78.8,9,11.84,57,0,0,99,95,8289.69641,7.95,99,1,0.1
0,6854176,65.5,194,0.37,33.5,10,0,79,81,337.359236,5.89,84,3.8,0.3
0,16995583,75.4,124,4.9,55.7,44,64,98,98,7199.59665,6.11,98,1.8,0.1
0,6565979,81.5,83,11.5,61.1,3,0,99,78,4838.2444,11.44,99,0.6,0.1
0,1562974,61.1,314,0.01,22.8,28,9,78,86,1738.8822,4.99,86,6.3,4.3
0,33915133,58.4,362,10.03,16.3,79,1313,79,8,594.9972557,11.2,8,6,8
0,31786,72.7,134,3.03,48.1,1,4,96,93,93.1661567,5.56,94,2,0.1
0,4823384.48,54,496,8.5,44.3,54,81,79,83,5631.73485,7.57,82,1.6,28.1
0,248883232,68.5,183,0.08,24.7,129,15489,84,83,3687.953996,2.9,83,1.5,0.3
0,8149,58.5,39,1.06,14.5,186,1446,61,47,243.326822,4.69,5,11.3,2.8
0,126365852,67.3,19,3.1,17,1100,18668,79,73,1446.98541,4.39,82,26.9,0.2
0,6654576,73.5,162,5.92,25.7,11,7790,99,98,4378.68746,3.92,99,8.5,0.3
0,963652,73.3,161,6.12,51.5,6,0,86,81,511.37937,4.2,82,3.4,1.4
0,146366,79,19,2.21,45.9,13,0,96,95,2794.22189,6.65,95,1.3,0.4
1,82266372,79.8,82,11.5,58.5,3,567,95,86,41814.8191,1.18,96,1.1,0.1
0,3434278,81.5,68,8.2,64.7,2,803,87,7,5282.2176,1.82,87,0.5,0.1
0,12336687,44.6,613,1.08,15.2,43,167,85,84,26.152517,6.35,84,7.6,24.2
0,2145652,66.5,188,0.06,16,182,3825,77,62,747.9817455,2.23,76,11,0.1
1,1998979,74.8,135,0.01,59.9,2,59,94,94,12.27733,5.57,94,2.6,0.1
0,1293859294,68,184,3.07,18.1,957,79563,84,79,1573.11889,4.69,85,26.8,0.2
0,423853,66.2,227,0.7,38.7,0,0,88,83,944.81684,6.44,84,1.4,0.1
0,6261,75.6,11,0.01,6.2,0,0,94,9,6586.71929,7.25,94,1.9,0.1
0,27697912,64.7,249,0.03,53.2,31,474,63,59,2351.812429,3,59,5.4,0.1
0,118675,52.6,46,4.9,29.3,3,26,89,88,332.517125,8.46,88,5.8,33.7
0,498899,71.5,165,4.43,47.5,17,3,83,8,2395.856551,5.96,8,2.5,0.1
0,672888,73.9,158,5.95,27.9,10,2583,99,98,575.32176,3.81,99,8.2,0.2
0,2586435,67.8,183,1.59,37,24,75,99,99,465.1198869,5.11,99,3.2,0.3
0,124621,71.5,179,4.14,26.4,0,0,88,88,3957.51296,4.24,88,7.9,0.1
0,11121341,83,76,9,63.7,0,149,99,95,26917.75898,9.18,99,0.8,0.1
0,611627,60,266,0.24,19.2,2,912,67,68,621.93372,4.32,68,7.5,0.1
0,4476153,49.8,443,1.66,2.7,16,679,47,47,494.336779,3.73,47,8.8,5.8
0,686958,66.5,238,0.16,18,1,11,93,95,1741.142552,5.88,95,17.3,0.3
0,751857,65.3,237,7.93,37.8,1,0,91,9,986.7958173,5.97,9,5.8,2.1
0,1554989,56.8,271,0.61,21.3,54,24,72,66,835.88998,6.59,66,8.5,1.5
0,1522692,67.8,183,0.01,18.2,11,0,66,83,128.419568,5.93,83,11,0.2
0,2955662,54.9,41,9.81,14.8,93,5736,62,64,336.4593923,9.86,64,6.4,8.6
0,22534,75,153,1.18,47.4,0,0,66,61,2697.961375,3.66,67,1.5,0.1
0,122535969,76.6,12,5.23,62.1,32,0,83,82,1298.86766,6.3,83,1.6,0.1
0,129535,69.4,19,5.82,36.8,0,0,94,94,129.51914,5.22,94,6.3,1
0,21929,49.4,566,2.75,29.2,4,0,89,91,923.136931,9.8,91,7.6,18.2
0,159328,64.7,22,5.46,24,0,0,97,75,843.89447,7.84,97,6.9,1.2
0,3546576,74.4,123,0.5,52.8,20,107,94,94,3868.83123,5.36,95,6,0.1
0,746556,65.9,221,7.52,42.4,0,0,95,95,326.281212,6.6,95,5.6,0.4
0,14321676,69.6,237,10.99,58.7,14,2123,98,97,15154.45687,6.88,97,2.3,0.3
0,17462982,81,84,7.2,62.5,2,0,9,9,15941.39722,7.53,91,0.8,0.1
0,6912498,78.8,13,13.63,54.6,3,10000,98,26,22465.64184,9.77,97,0.7,0.1
0,14356911,70,229,10.58,59.3,14,2339,98,97,15543.67653,7.9,97,2.3,0.2
0,66399,62.5,282,0.29,14.9,1,27,89,83,885.6382245,7.75,86,18.6,0.1
0,2571848,48.8,523,10.42,13.6,112,49871,57,29,24.2423229,7.78,57,6.8,10
0,2443659,63.8,263,2.43,39.8,2,1205,98,98,571.51883,5.81,98,2.4,0.1
0,44183,71.8,129,3.28,46,2,50,81,55,691.997711,6.94,8,3.1,0.1
0,744769,73,135,9.6,53.9,1,2,98,65,3528.1318,8.7,98,2.5,0.1
0,876693,56.8,33,4.16,16.1,23,495,94,96,231.1943256,8.82,96,7.7,1.9
1,11182817,87,77,11.77,63,0,39,99,98,4651.38647,1.57,99,1,0.1
0,16477818,57.3,275,0.01,22.5,53,221,7,69,777.659139,6.58,69,8.1,1.6
0,7491,65.6,229,7.56,43.2,0,0,93,93,3439.597513,6.8,93,5.6,0.4
0,615875,74.2,125,4.98,57.2,0,0,92,9,5957.145693,6.74,92,2.1,0.1
0,8697126,71.2,188,6.13,44.1,7,113,71,66,2862.154836,5.59,72,3.8,2.5
0,26962563,62.1,253,0.01,28,37,124,93,98,1432.227943,3.56,98,6.4,0.8
0,9237566,69.7,28,5.71,48.2,7,0,86,87,3681.5993,4.26,87,3.5,2
0,487377,63.5,228,0.44,15.7,66,1329,92,39,219.8156688,1.97,82,13.3,0.5
0,517461,65.6,217,2.55,45,7,0,97,97,5649.978486,1.98,97,3.2,0.1
0,13456417,57.4,368,2.3,2.2,30,26,93,94,1139.11233,4.73,94,6.7,9.1
0,138533,58,363,2.47,2.7,30,15754,8,83,1463.213573,4.41,83,6.7,6.8
0,223614649,65.3,213,0.06,18.2,174,29171,79,64,1148.56996,2.37,71,1.9,0.1
0,62127,75.8,19,0.01,6.7,0,0,94,9,7186.429787,6.43,94,1.8,0.1
1,328115,72.8,18,12.66,6.5,0,7,92,95,14357.73679,6.86,92,2.7,0.1
1,2537875,73.1,159,11.9,55.6,2,12,95,97,1136.47356,5.33,96,3.1,0.1
0,3948125,59.7,272,3.64,24.5,9,2200,71,47,327.42597,11.87,7,7.4,1.8
0,818354,68.1,218,1.63,54.2,0,37,96,99,3332.918533,3.61,95,4.2,0.1
0,9977446,61,288,7.11,17.7,17,5,93,97,539.1538211,7.2,97,6.6,2.8
0,8331954,67.2,217,4.44,19.2,67,10511,85,52,11.553196,3.25,84,1,0.1
0,443958,71.4,167,4.66,46.7,18,1,82,78,2472.197831,5.91,79,2.6,0.1
0,168194,58.1,275,4.51,17.1,42,860,9,91,666.842783,5.17,91,8.8,0.9
0,26616792,57.5,295,0.02,15.2,82,1141,63,63,369.835796,6.73,63,19,0.1
0,4655741,63.4,231,2.88,39.4,7,1,66,97,1283.885977,3.85,83,3.5,0.1
0,18914977,73.7,123,0.97,48.5,8,517,83,83,1762.24617,3.78,8,6.4,0.1
0,13133589,52.2,366,0.64,18.2,46,226,46,39,986.13177,3.42,39,8.8,3.1
0,1255917,63.5,219,0.3,21.2,21,999,83,86,12.566464,4.81,86,1.6,0.5
0,1223957,62.8,225,0.28,2.8,22,6,87,88,11.33678,4.94,88,1.8,0.6
1,398582,78.5,71,6.7,63.9,0,4,94,89,13689.98999,8.6,94,0.7,0.1
0,236159276,67.7,189,0.07,21.3,149,15369,83,82,216.52766,2.81,77,1.7,0.2
0,1396748,74.4,144,3.52,47.9,8,0,92,96,335.786541,5.86,96,1.4,0.3
0,743836,62.2,284,0.01,46.4,10,0,81,68,271.318741,4.55,74,1.3,1
0,24213133,74.8,144,7.32,55.3,44,876,96,96,1226.61731,8.32,93,2.7,0.1
1,41431558,79.5,83,12.26,58.8,2,67,98,82,1719.53541,7.25,98,0.6,0.1
0,692279,54,47,0.01,23.3,23,15,92,92,71.8186998,11.59,92,7.7,0.8
0,167297284,52.7,374,8.54,23.5,505,6447,42,42,2755.297787,3.3,42,1.7,4.4
0,97366774,64.2,234,0.01,17.2,140,12739,75,77,571.1622759,4.88,77,1.5,0.6
0,8947243,78,132,2.1,47.3,6,0,84,74,495.294791,5.85,81,2.8,0.1
0,169735,55.3,42,0.01,18.4,31,11,95,96,374.51882,12.6,96,6.6,8.3
0,827411,68.5,211,2.06,55.9,0,136,98,99,3749.939813,3.84,98,4.1,0.1
1,1522288,78.5,96,13.11,54.9,0,0,97,97,19821.44463,9.67,97,0.7,0.1
0,2798531,69.3,162,0.27,18,19,1861,92,92,688.6172788,5.69,92,16.1,0.1
0,1517448,56.3,288,2.55,22.5,4,0,78,8,544.222779,6.81,8,8.3,6
0,954332,71.1,13,1.98,48,5,0,85,8,5842.85784,5.33,81,2.8,0.1
1,89825,89,69,11.03,61.9,2,443,94,88,4792.65288,11.3,95,1.1,0.1
0,85416253,68,274,1.17,15.3,169,1176,65,56,379.7566385,4.41,58,11.1,2
1,46576897,81.9,64,9.78,63.5,1,302,97,97,3736.228,9.56,97,0.6,0.1
0,14641724,55,388,9.55,2.4,542,2613,54,42,1136.829645,4.47,42,12.3,5.2
1,236755,71,218,7.13,55.4,0,0,96,95,3352.731296,6,96,2.8,0.1
0,4247841,78.6,97,4.1,5.3,1,1,91,9,4697.11135,7.74,91,2,0.1
0,3574931,53,432,1.43,15.9,72,20,73,73,458.8843551,4.29,73,8.7,13.2
1,11128246,83,78,10.08,62.6,0,109,99,98,4474.5717,1.54,99,0.9,0.1
0,169711,62.8,289,8.9,34.1,2,2,75,75,1716.2258,3.12,75,6.4,6
0,51448196,66.2,22,0.7,22.1,42,1010,76,75,1168.83947,2.16,75,12.9,0.4
1,821197,79.9,8,11.36,59,2,917,95,87,45699.19832,1.39,96,1.1,0.1
0,153884,65,295,7.08,46.8,8,109,99,99,5291.57565,3.73,99,2.4,0.1
0,552216,72.5,173,3.83,47.9,3,0,93,93,1344.31871,6.91,93,2,0.2
0,112482,74.2,14,1.37,52.2,3,15,98,97,3194.562243,5.57,98,6.4,0.1
0,3565716,75.3,125,5.38,54.2,8,0,71,88,6583.116248,5.23,88,1.1,0.1
0,6127837,73,155,5.39,45.6,3,0,81,85,2599.596259,9.14,85,2.1,0.1
1,569741,79.8,75,9.69,55.7,2,0,96,95,24.819,8.11,93,0.5,0.1
0,1286712,59.7,252,0.01,25.2,25,786,74,78,943.686575,4.59,78,7.1,1.1
0,45855482.88,54.9,459,7.04,41.6,54,1043,7,72,2518.398261,8.9,7,14.5,26.6
1,397282,72.4,188,12.9,6,0,2,95,94,11984.86857,7.9,95,2.8,0.1
0,848931,56.2,338,4.05,15.7,23,305,96,94,24.944652,6.96,94,7.8,2.4
0,389684,75.5,124,5.43,46.9,2,0,95,98,446.372833,7.72,99,2.3,0.1
0,1315372,69.9,185,6.41,4.2,0,0,91,9,21188.11857,4.4,9,6.1,0.3
